code,title,prereq,terms,hours,optional,description,instructor,section_head,offered_to
6.S982,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,G (Fall) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S983,Special Subject in Electrical Engineering and Computer Science,,G (Spring) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S984,Special Subject in Electrical Engineering and Computer Science,,G (Spring),3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S985,Special Subject in Electrical Engineering and Computer Science,,G (Spring) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S986,Special Subject in Electrical Engineering and Computer Science,,G (Spring),3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S987,Special Subject in Electrical Engineering and Computer Science,,G (Spring),3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S988,Special Subject in Electrical Engineering and Computer Science,,G (Spring),3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.C01,Modeling with Machine Learning: from Algorithms to Applications,"Calculus II (GIR) and 6.100A ; Coreq: 1.C01 , 2.C01 , 3.C01[J] , 6.C011 , 7.C01 , or 22.C01",U (Spring; first half of term),2-0-4 units,,"Focuses on modeling with machine learning methods with an eye towards applications in engineering and sciences. Introduction to modern machine learning methods, from supervised to unsupervised models, with an emphasis on newer neural approaches. Emphasis on the understanding of how and why the methods work from the point of view of modeling, and when they are applicable. Using concrete examples, covers formulation of machine learning tasks, adapting and extending methods to given problems, and how the methods can and should be evaluated. Students taking graduate version complete additional assignments. Students cannot receive credit without completion of a 6-unit disciplinary module in the same semester. Enrollment may be limited.","R. Barzilay, T. Jaakkola",Common Ground for Computing Education,U
6.C011,Modeling with Machine Learning for Computer Science (New),"6.100A , 6.C01 , ( 6.1200[J] or 6.3700 ), and ( 18.06 or 18.C06[J] )",U (Spring; second half of term),3-0-3 units,,"Focuses on in-depth modeling of engineering tasks as machine learning problems. Emphasizes framing, method design, and interpretation of results. In comparison to broader prerequisite 6.C01 , this project-oriented subject consists of deep dives into select technical areas or engineering tasks involving both supervised and exploratory uses of machine learning. Explores technical areas such robustness, interpretability, fairness and engineering tasks such as recommender systems, performance optimization, and automated design. Students taking graduate version complete additional assignments. Students cannot receive credit without completion of the core subject 6.C01 . Enrollment may be limited.",T. Jaakkola,Common Ground for Computing Education,U
6.C06[J],Linear Algebra and Optimization,Calculus II (GIR),U (Fall),5-0-7 units. REST,"Credit cannot also be received for 18.06 , 18.700 , ES.1806",See description under subject 18.C06[J] .,"A. Moitra, P. Parrilo",Common Ground for Computing Education,U
6.C25[J],Real World Computation with Julia,"6.100A , 18.03 , and 18.06",U (Fall),3-0-9 units,,See description under subject 18.C25[J] .,"A. Edelman, R. Ferrari, B. Forget, C. Leiseron,Y. Marzouk, J. Williams",Common Ground for Computing Education,U
6.C27[J],Computational Imaging: Physics and Algorithms,"18.C06[J] and ( 1.00 , 1.000 , 2.086 , 3.019 , or 6.100A )",U (Fall),3-0-9 units,,See description under subject 2.C27[J] .,"G. Barbastathis, J. LeBeau, R. Ram, S. You",Common Ground for Computing Education,U
6.C35[J],Interactive Data Visualization and Society,,U (Spring),3-1-8 units,"Credit cannot also be received for 6.8530 , 11.154 , 11.454","Covers the design, ethical, and technical skills for creating effective visualizations. Short assignments build familiarity with the data analysis and visualization design process. Weekly lab sessions present coding and technical skills. A final project provides experience working with real-world big data, provided by external partners, in order to expose and communicate insights about societal issues. Students taking graduate version complete additional assignments. Enrollment limited. Enrollment limited.","C. D'Ignazio, A. Satyanarayan, S. Williams",Common Ground for Computing Education,U
6.C40[J],Ethics of Computing (New),,U (Fall),3-0-9 units. HASS-H,,See description under subject 24.C40[J] .,"B. Skow, A. Solar-Lezama",Common Ground for Computing Education,U
